"","x"
"983.60681_363.1",825
"983.73504_457.5",1564
"983.79917_39.1",359
"983.88662_442.5",1717
"984.00907_528.6",1145
"984.21904_443.8",1770
"984.39407_511.8",2410
"984.39407_38",735
"984.51078_530.3",1330
"984.61_363.1",286
"984.76762_37.6",319
"985.01288_529.4",1744
"985.51536_530.1",1183
"985.62058_339.7",2462
"985.6615_417.1",417
"985.76674_37.5",172
"985.77844_529.6",639
"985.84861_533",1301
"986.17033_550.8",888
"986.2698_37.5",223
"986.3927_39.9",312
"986.48635_527.9",1578
"986.52147_412.6",2008
"986.53904_435.2",1878
"986.60929_39.2",627
"986.62685_339.3",436
"986.70297_38.9",303
"986.77032_36.9",754
"986.98996_524.2",1238
"987.18331_41.9",858
"987.46464_508.7",3423
"987.5174_447.8",533
"987.53499_438.3",1955
"987.59363_442.2",3376
"987.63467_352.4",1395
"987.77542_39.2",293
"987.99247_519.6",2385
"988.27415_38.8",398
"988.47961_40",196
"988.55007_505.7",2337
"988.56182_41.8",450
"988.63816_352.8",1607
"988.69689_39.7",304
"988.73801_38.9",474
"988.77912_38.1",439
"988.87312_593.3",0
"989.04351_510.3",2333
"989.27861_36.6",271
"989.29037_465.3",732
"989.54908_504.9",2329
"989.64318_352.7",1422
"989.69024_426.2",437
"989.7373_39.3",504
"989.87261_590.6",3982
"990.03738_516.4",5561
"990.12566_47",219
"990.5496_504.5",3774
"990.69097_430.6",1430
"990.69097_37.7",654
"990.78523_37.9",430
"991.02096_497.7",1325
"991.19191_593.7",2828
"991.28035_38.1",365
"991.52804_446",2083
"991.55164_508.3",3395
"991.61063_393.7",4831
"991.66372_393.4",728
"991.78763_37.8",549
"992.02371_509.6",3725
"992.2894_38.5",258
"992.61427_393.7",1571
"992.67336_395.6",946
"992.78564_38",1788
"993.2172_518.8",2229
"993.50703_506.9",2715
"993.62536_360.1",1322
"993.67271_392.8",747
"993.88578_517.4",2175
"993.99826_510.1",778
"994.12261_360.3",555
"994.21736_513.3",1732
"994.50763_501.4",2267
"994.62615_358.4",542
"994.67949_393.9",749
"994.99961_514.9",529
"995.02333_469.9",1292
"995.13007_336.1",2109
"995.20125_509.7",2100
"995.42668_442.7",2346
"995.52162_416.2",3836
"995.55129_517.1",2309
"995.6047_359.5",325
"995.68186_393.8",754
"995.76497_39",376
"995.87183_523.8",376
"996.06186_523.6",2327
"996.13313_46.6",242
"996.20441_525.1",438
"996.43018_442.9",2165
"996.51338_37",656
"996.56093_523.5",2402
"996.60848_359.1",464
"996.67981_393.1",889
"996.72737_39.9",235
"996.78682_487.6",1564
"997.06038_522.9",2137
"997.42926_443.3",1759
"997.51258_504.4",2689
"997.5602_522.9",1614
"997.62568_364.1",507
"997.72689_37.4",889
"997.8043_38",603
"997.89362_441",902
"997.98892_529.3",678
"998.03657_526.4",1230
"998.22722_443.1",428
"998.42983_445.3",986
"998.50732_39.6",490
"998.53713_523.1",2562
"998.56097_441.3",1875
"998.62655_363.3",526
"998.72792_40",849
"998.77562_39",261
"998.8949_441.9",874
"999.00823_509.2",1157
"999.03806_526.5",1690
"999.22899_443.8",597
"999.27673_39.5",301
"999.52743_529.9",1395
"999.62893_362.7",550
"999.77225_40.4",385
"999.8499_532.8",1049
"1000.01119_495.9",3457
"1000.21435_442.2",1558
"1000.27412_39.9",651
"1000.29205_461.3",625
"1000.50725_529.4",1582
"1000.54313_437",1979
"1000.59096_39.5",670
"1000.62086_107.8",4114
"1000.74047_39.9",254
"1000.7943_410.1",543
"1001.01565_523",2017
"1001.19518_509.1",2246
"1001.50049_441.1",2213
"1001.55438_355.4",2053
"1001.62625_111.1",1594
"1001.6502_375.4",363
"1001.74005_39.2",2451
"1001.98568_510.7",1386
"1002.01564_509.9",1210
"1002.2374_34.8",2659
"1002.45923_38.6",423
"1002.49521_520.4",1270
"1002.52519_441.6",1088
"1002.58516_437.2",2325
"1002.65714_379.9",504
"1002.69313_422.2",824
"1002.74112_37",2305
"1002.78311_39.4",428
"1002.98712_516.6",396
"1003.07714_446.4",2207
"1003.16118_393.9",398
"1003.57549_362.1",1218
"1003.6716_396.4",846
"1003.70765_424.4",351
"1003.7497_37.6",615
"1003.78575_37.7",997
"1004.15236_408.5",401
"1004.23653_39.9",247
"1004.45301_39.8",630
"1004.48909_507.1",2258
"1004.53721_590.4",2358
"1004.57932_361.6",1148
"1004.66956_39.5",250
"1004.67557_405.6",575
"1004.71167_424",520
"1005.03665_575.1",1116
"1005.40394_395.5",511
"1005.49429_509.5",2324
"1005.57863_361.7",443
"1005.68105_428.2",780
"1005.78952_36.9",568
"1006.02458_527.4",1739
"1006.22958_40.6",370
"1006.29592_38.8",231
"1006.49496_512.2",2369
"1006.58546_361.5",1027
"1006.68804_429.8",491
"1006.75442_37.7",675
"1007.01398_584",2314
"1007.25551_36.9",709
"1007.49109_511.2",2367
"1007.60589_358.5",349
"1007.76_37.4",316
"1007.88996_517.8",1970
"1008.01692_572.7",2784
"1008.22858_37.1",173
"1008.22858_514.8",1447
"1008.25882_39.7",2160
"1008.29511_480.3",2002
"1008.53106_37",665
"1008.61577_38.8",358
"1008.6884_38.9",885
"1008.76103_38.3",398
"1008.8034_40.2",1084
"1008.89421_512.9",2169
"1009.0032_527",777
"1009.22728_509.7",1191
"1009.30603_37.1",384
"1009.48173_508.5",2302
"1009.57263_51.8",420
"1009.62111_342",623
"1009.76659_38.4",1147
"1009.87572_512.4",996
"1010.00305_518.9",681
"1010.20927_512.8",1251
"1010.39734_40",406
"1010.45195_510.2",3853
"1010.4823_506.9",2380
"1010.55512_508.1",2226
"1010.6401_394.2",344
"1010.77365_38.9",371
"1011.05298_507",2273
"1011.13802_394.6",575
"1011.27774_36.2",635
"1011.47827_511.4",3245
"1011.55728_508.8",1936
"1011.64239_386.6",446
"1011.73358_36.9",846
"1011.77006_37.6",168
"1011.78222_484.5",616
"1012.05588_508.1",4195
"1012.11063_42.9",1160
"1012.14105_401.2",412
"1012.2749_40.8",376
"1012.3966_39.8",1217
"1012.4879_40.6",774
"1012.54876_444",4943
"1012.62182_38",502
"1012.64008_345.2",1072
"1012.70705_39.6",1149
"1012.90191_439.1",1526
"1013.02982_497.4",1342
"1013.23697_440.4",1184
"1013.53561_505.3",881
"1013.64534_394.6",415
"1013.78559_38.3",209
"1014.03567_503.3",2141
"1014.14549_405.3",233
"1014.27974_39.3",175
"1014.48116_40.5",653
"1014.53_492.9",1479
"1014.55442_453.6",947
"1014.65211_391.1",357
"1014.70096_39.3",2116
"1014.74371_38.1",767
"1014.78035_37.4",362
"1014.85364_540.2",2989
"1015.18966_536.6",451
"1015.51362_510.2",2041
"1015.66649_391.2",626
"1015.74599_39.4",603
"1016.00903_507",1972
"1016.13753_358.2",756
"1016.16813_403.9",574
"1016.24769_38.3",681
"1016.48031_37.5",752
"1016.51093_510.5",658
"1016.54154_429.2",3438
"1016.56604_39.6",425
"1016.63952_356.9",749
"1016.67014_389.4",607
"1016.79264_39.6",522
"1017.00707_512.2",2093
"1017.29512_39.1",425
"1017.57102_519.7",2264
"1017.68755_405.3",987
"1018.07408_520.5",2329
"1018.12931_393.4",224
"1018.21524_40.5",462
"1018.22138_590.9",1112
"1018.52223_440.3",2302
"1018.57136_534.3",1845
"1018.62664_393.5",318
"1018.68192_404.6",986
"1019.07515_520.8",1918
"1019.13047_394",295
"1019.63468_394.2",277
"1019.69004_404.7",1041
"1019.76387_42.2",438
"1019.9977_547",1954
"1020.13311_394.2",290
"1020.20698_574.5",1910
"1020.21314_40.8",328
"1020.42865_40.8",335
"1020.53951_589.9",4268
"1020.6319_393.3",279
"1020.68735_405",1017
"1020.80441_37.7",451
"1021.02011_509.1",3417
"1021.05093_520",380
"1021.13106_395.9",235
"1021.52572_449.5",1168
"1021.61825_362.9",390
"1021.69845_410.7",532
"1021.7725_39.7",440
"1022.01936_503.5",2171
"1022.12739_399.4",260
"1022.21074_38.3",195
"1022.27249_39.4",616
"1022.30954_467.5",1445
"1022.42689_40.8",713
"1022.52572_523.6",468
"1022.57514_518",822
"1022.62456_363.4",529
"1022.7296_37.5",252
"1022.90264_507.5",592
"1023.02627_513.5",852
"1023.119_427.8",4507
"1023.23648_508",1649
"1023.29214_483.7",649
"1023.49625_576.6",2590
"1023.62617_363.1",718
"1023.73137_40.1",281
"1023.8799_467.2",482
"1023.90466_501.2",1747
"1023.99752_507.9",1148
"1024.20184_38.2",1188
"1024.2328_523.6",4089
"1024.57969_309.9",2355
"1024.64165_375",263
"1024.77799_39.6",646
"1024.88956_511.1",1314
"1025.00734_514",1061
"1025.08795_444.3",599
"1025.13756_42.4",917
"1025.21817_505.2",514
"1025.27399_37.8",579
"1025.42286_510.4",2153
"1025.54695_591.2",2086
"1025.65243_381.6",428
"1025.78277_39.6",259
"1026.04972_591.3",1849
"1026.28571_37.7",287
"1026.42238_509",1907
"1026.50936_38.7",578
"1026.59635_40.4",303
"1026.6585_379.3",793
"1026.75173_38.4",246
"1027.05015_588.8",3399
"1027.41713_507.3",1390
"1027.57269_361.1",454
"1027.67227_380.6",280
"1027.74696_37.8",227
"1027.91505_436.1",2152
"1028.02713_581.9",1680
"1028.16415_420.7",763
"1028.25135_37.4",954
"1028.25135_440",475
"1028.53173_584.9",4213
"1028.57535_361.2",441
"1028.67196_391.3",1004
"1028.79352_38.2",443
"1028.86833_534.7",1555
"1029.03046_580.1",815
"1029.17391_413",839
"1029.29244_36.9",506
"1029.57948_360.6",1935
"1029.62317_394.2",647
"1029.64814_343.8",912
"1029.68559_434.3",1760
"1029.72305_464",3071
"1029.7605_38.1",292
"1030.02901_582.4",1686
"1030.26013_37.2",594
"1030.46008_38.7",719
"1030.62884_392.8",327
"1030.67884_40.4",1741
"1030.76012_37.2",429
"1030.79138_503.9",3599
"1031.0165_515.1",1417
"1031.12909_392.4",245
"1031.49201_507.4",689
"1031.62971_398.4",481
"1031.69858_418.9",389
"1031.76745_37.5",887
"1031.79876_36.1",211
"1032.13696_397.5",358
"1032.45027_36.5",579
"1032.57563_503",2339
"1032.63832_398.5",377
"1032.70101_419",362
"1032.76372_37.5",246
"1033.07103_506.3",2298
"1033.14004_399.2",378
"1033.2718_37.7",836
"1033.49146_353.7",1604
"1033.57935_503.8",2434
"1033.64213_400.6",363
"1033.70491_423.7",321
"1033.77084_39.8",190
"1033.89959_588.6",3345
"1034.06919_505",3913
"1034.08803_45.7",1125
"1034.1383_400.9",357
"1034.20113_470.3",3864
"1034.27025_37.5",629
"1034.2891_511.5",989
"1034.54052_40.7",909
"1034.57824_503.7",2947
"1034.62854_38.8",451
"1034.69141_39.1",919
"1034.71028_441.9",1006
"1034.77316_37.8",322
"1034.78574_534.9",1891
"1035.04363_503.4",1189
"1035.2198_591.5",4103
"1035.5471_511.9",1645
"1035.57858_506",2321
"1035.63525_344.2",361
"1035.69192_398.8",277
"1036.04464_497.5",1110
"1036.18326_41.5",1181
"1036.40385_40.6",608
"1036.51732_566.6",912
"1036.53624_39",347
"1036.54254_514.2",2370
"1036.64343_343.8",781
"1036.70018_400",305
"1036.77586_37.1",280
"1037.01557_567.1",1342
"1037.05342_513.6",1056
"1037.14807_433.2",423
"1037.24273_502.5",971
"1037.2806_38.5",1297
"1037.53311_504.3",2380
"1037.64992_373.7",494
"1037.66571_38.7",2096
"1037.77939_37",329
"1037.91204_502.8",2127
"1038.02576_507.6",768
"1038.15214_367.3",276
"1038.17742_42.8",451
"1038.24694_505.7",1366
"1038.29751_488.3",1801
"1038.39865_39.5",427
"1038.48716_39.7",658
"1038.53774_506.5",2150
"1038.55671_371",756
"1038.65473_380.2",1313
"1038.70848_39.3",286
"1038.78438_38.6",393
"1039.02478_508.1",339
"1039.22096_494.7",746
"1039.45519_440.5",3775
"1039.53117_504.2",3469
"1039.60715_369.9",884
"1039.67049_369.8",546
"1040.08861_524",1663
"1040.171_467.6",427
"1040.17734_40.1",521
"1040.20269_452.8",1200
"1040.29143_38.9",372
"1040.66554_380.2",545
"1041.09061_522",1120
"1041.24929_37.4",392
"1041.45245_440.6",2054
"1041.67472_370",640
"1041.75095_38.2",1447
"1042.01145_540.8",1125
"1042.06229_437.1",853
"1042.17669_39.5",538
"1042.18305_417.3",532
"1042.25297_38.9",479
"1042.51365_531.3",1292
"1042.56453_410.2",1731
"1042.57089_42.7",527
"1042.68538_388.9",709
"1042.79352_37.5",1027
"1042.92077_440.8",3111
"1043.03532_47.1",496
"1043.13397_400",1931
"1043.2963_37.6",268
"1043.60196_364",1957
"1043.70387_414.1",1194
"1043.79943_37.3",1206
"1044.03521_499.2",497
"1044.13719_391.6",197
"1044.5325_503",2411
"1044.57077_41.4",710
"1044.57715_384.3",4678
"1044.60904_362.6",1289
"1044.70473_410.6",1181
"1045.04292_520.5",473
"1045.14504_402.5",366
"1045.26634_39.1",562
"1045.30465_500.3",3297
"1045.58564_394",1010
"1045.62397_362.3",1120
"1045.64313_396.7",864
"1045.70702_409.6",1204
"1046.01374_508.5",1667
"1046.14158_403.5",227
"1046.19911_444.5",905
"1046.4293_39.5",757
"1046.51245_506",2134
"1046.5892_396.2",3898
"1046.62758_362.2",1079
"1046.70435_411.5",1241
"1047.01151_505.6",3812
"1047.10112_441.1",611
"1047.14594_415.5",1140
"1047.20356_445",832
"1047.52374_508.8",998
"1047.63264_369.8",466
"1047.70952_410.8",1299
"1047.72874_30.9",1642
"1047.77359_38.8",345
"1047.90817_591.4",0
"1048.11328_398.5",3387
"1048.27997_39.2",816
"1048.51727_496.9",2286
"1048.63915_372.5",250
"1048.74181_39.5",281
"1049.04344_491.5",568
"1049.19752_483.5",1260
"1049.23605_35.9",373
"1049.51863_506.5",2308
"1049.65353_367.3",325
"1049.73706_39.5",911
"1050.04556_583.3",1797
"1050.05842_37.8",723
"1050.16128_418.3",640
"1050.52142_513.3",2296
"1050.60505_40.5",701
"1050.65652_369.4",342
"1050.74017_39.7",2351
"1050.78522_40.4",606
"1051.04267_581.7",3480
"1051.15856_370.3",376
"1051.28734_39.5",232
"1051.57719_360.5",683
"1051.66095_375.2",409
"1051.78338_40.2",366
"1052.04765_571.5",2264
"1052.1637_36.5",363
"1052.25398_498.9",2266
"1052.29267_39.7",472
"1052.29912_492.1",963
"1052.38297_39.7",278
"1052.57649_360.5",483
"1052.65391_391.1",449
"1052.67327_410.9",3687
"1052.75071_37.4",289
"1052.76361_589.1",1192
"1052.91851_503",1779
"1053.0218_577",5610
"1053.17029_429.2",617
"1053.25424_37",732
"1053.25424_498.7",1993
"1053.47384_507.9",1210
"1053.49968_504.8",2486
"1053.58367_360.3",225
"1053.64828_343.8",437
"1053.68059_415.8",705
"1053.75168_36.7",281
"1053.89386_513.5",1676
"1054.15246_37.7",1042
"1054.1654_435.7",592
"1054.23653_496",616
"1054.37882_36.1",195
"1054.46291_38.2",1708
"1054.47585_505.6",1011
"1054.50819_505.5",2194
"1054.57936_502.4",1287
"1054.69583_419.7",845
"1054.75407_38.3",219
"1054.88352_573.3",1714
"1055.08421_503.7",2379
"1055.18781_409.8",659
"1055.47928_506.2",2162
"1055.50519_507.6",4267
"1055.55702_423.1",815
"1055.58294_503.8",3423
"1055.64126_397.2",279
"1055.6931_410.7",330
"1055.76438_39.5",1435
"1056.08202_502.6",1755
"1056.1339_396.6",385
"1056.15335_38.2",208
"1056.2636_37.9",209
"1056.46468_36.4",227
"1056.47765_507.1",313
"1056.54902_38.6",566
"1056.64635_405.6",280
"1056.68529_39.6",156
"1056.76317_39.2",741
"1057.05528_493.7",924
"1057.15269_418.4",676
"1057.26309_36",361
"1057.28907_494.4",1187
"1057.49694_361.2",933
"1057.56191_503",850
"1057.65288_409.5",474
"1057.72437_36.1",1002
"1058.02989_579.7",1312
"1058.0624_497.4",2220
"1058.15344_409.3",425
"1058.15344_36.9",365
"1058.45915_36.1",1837
"1058.55023_40",618
"1058.65435_409.2",466
"1058.77149_37.6",296
"1059.02538_546.5",1446
"1059.15561_409.4",471
"1059.27284_39.8",238
"1059.53994_500.8",293
"1059.65723_408.7",526
"1059.77455_37.4",376
"1060.03531_505.3",1175
"1060.15595_409.9",476
"1060.20486_467.1",3489
"1060.27661_38",1080
"1060.54409_39.4",343
"1060.60934_512.4",2214
"1060.64197_344.2",933
"1060.71376_445.3",650
"1060.77576_40.5",573
"1061.04016_506.7",494
"1061.53659_511.1",2435
"1061.64768_367.3",195
"1061.74572_41.4",676
"1061.7784_35.6",1247
"1062.09876_433.9",1134
"1062.15761_407.4",685
"1062.24918_583.7",4985
"1062.55012_439.1",2366
"1062.65483_369.9",504
"1062.78573_39.3",328
"1063.09999_434",1158
"1063.17203_433.6",1009
"1063.25063_585.4",2384
"1063.552_443.3",2683
"1063.66996_369.7",955
"1063.74861_37.7",701
"1064.02396_537.7",1164
"1064.06986_460.4",657
"1064.23382_587.4",6293
"1064.2535_36.8",201
"1064.67342_370.4",999
"1064.71936_37.9",412
"1065.02135_541.4",2024
"1065.03449_513.5",1268
"1065.16583_427.4",350
"1065.20524_470.4",943
"1065.55342_445.4",1752
"1065.67164_369.4",434
"1066.04637_502.5",1366
"1066.12857_380.5",221
"1066.18448_424.6",1574
"1066.2963_34.5",618
"1066.49367_39.1",490
"1066.5529_460.3",1269
"1066.62529_369.8",527
"1066.67136_369.3",3021
"1066.75692_37.5",293
"1066.92809_502.2",1570
"1067.0532_495.5",1092
"1067.12564_370.1",391
"1067.25737_39.6",525
"1067.5209_586.9",2335
"1067.63293_370",383
"1067.68566_386.7",652
"1067.76476_38.7",655
"1068.02188_493.9",2020
"1068.1274_370.1",501
"1068.25932_38",640
"1068.57601_38.2",1947
"1068.62881_370",282
"1068.70801_410.6",537
"1069.02491_504.7",1123
"1069.14378_388.9",458
"1069.24286_500.6",2483
"1069.44766_507.4",2304
"1069.63269_370.4",639
"1069.71861_432.4",631
"1069.88388_509",969
"1070.07563_586.1",2507
"1070.14838_389.5",748
"1070.44607_505.2",2283
"1070.65784_409.5",706
"1070.66446_38.6",285
"1071.16103_410",730
"1071.27363_36.9",812
"1071.44589_506.3",1445
"1071.66458_410.4",789
"1071.73749_37.6",244
"1071.77726_37.2",1032
"1072.05573_581",2649
"1072.16185_409.4",796
"1072.44047_40.7",439
"1072.4471_506.3",417
"1072.55327_580.8",1836
"1072.65946_40.8",964
"1072.6661_410.9",741
"1072.74575_39.4",410
"1072.8918_542.7",2654
"1072.91172_32",639
"1073.0578_581.1",3913
"1073.15742_409.7",519
"1073.23713_34",848
"1073.40986_281.8",730
"1073.55604_575",776
"1073.64909_388.3",737
"1073.78868_36.8",537
"1073.8884_526.8",4049
"1073.91499_276.8",813
"1074.05463_578.7",3163
"1074.16769_442.4",869
"1074.22755_453.6",1670
"1074.28742_36.3",289
"1074.32069_490.9",932
"1074.44044_39.2",274
"1074.52695_38.5",304
"1074.66005_39.6",418
"1074.74658_38.1",882
"1075.25266_37.8",510
"1075.53249_556.3",4420
"1075.56581_436.6",509
"1075.74576_40",403
"1076.03245_556.4",2693
"1076.05912_479.5",3178
"1076.25255_37",994
"1076.52609_37.3",745
"1076.5995_500.1",2149
"1076.75301_40.7",488
"1076.75969_474.1",762
"1076.79307_41.3",629
"1076.92659_588.6",5629
"1077.09353_499.2",2315
"1077.26051_587.8",4948
"1077.29391_37",1051
"1077.60127_500.3",2876
"1077.74831_38.4",710
"1078.09599_500.3",2362
"1078.12943_373.3",231
"1078.25651_278.4",1096
"1078.62451_369.7",401
"1078.75837_36.7",567
"1078.79854_550.4",746
"1079.06636_493.8",1046
"1079.12663_369.5",1182
"1079.2405_301.6",1150
"1079.6023_501.6",3419
"1079.6291_369.7",722
"1079.75645_36.7",457
"1080.07157_496.5",1929
"1080.13193_369.9",425
"1080.47405_38",482
"1080.5747_474.8",3300
"1080.62839_369.6",479
"1080.6888_38.8",392
"1080.7962_299",800
"1081.04461_559.7",517
"1081.1252_369.3",234
"1081.56859_396.3",377
"1081.62907_359.7",962
"1081.65595_410.4",971
"1081.68956_36.8",1077
"1081.77022_38.3",218
"1081.89122_454.3",2857
"1081.93828_494.1",1974
"1082.05259_504.1",440
"1082.07277_448.7",923
"1082.16019_40.1",1626
"1082.18037_329.6",1441
"1082.27454_38.4",443
"1082.46964_40.2",339
"1082.56721_400",371
"1082.65806_410.1",349
"1082.68498_38",4307
"1082.77248_41.1",1430
"1082.93405_280.7",857
"1083.04851_502.9",1068
"1083.14279_368.4",297
"1083.23709_38.8",373
"1083.47961_438.6",2073
"1083.56384_402.5",280
"1083.6346_343.8",662
"1083.66155_417.8",1388
"1083.72895_37.2",458
"1083.77614_36.6",720
"1084.1065_433.4",573
"1084.23465_35.3",364
"1084.36281_459.7",1655
"1084.61246_430.1",1130
"1084.63945_343.6",592
"1084.70019_37.7",1179
"1084.77444_37.4",302
"1084.78119_483.8",966
"1085.11202_436.7",839
"1085.22007_440.9",627
"1085.28086_38.3",567
"1085.52407_516.2",1786
"1085.54434_512.4",1742
"1085.58489_450.3",1228
"1085.64571_364",172
"1085.78088_38",808
"1085.9296_287.7",433
"1086.04454_272",1047
"1086.17303_281.2",620
"1086.29478_283.4",313
"1086.42669_287.7",322
"1086.55186_282.4",321
"1086.65336_369.1",401
"1086.74811_38.1",670
"1086.82257_36.8",915
"1087.04937_512.3",1765
"1087.05276_32.2",392
"1087.18142_294.2",204
"1087.24915_35.8",1840
"1087.30333_294.3",1465
"1087.37107_300.7",2619
"1087.55739_500.8",628
"1087.6692_368.3",595
"1088.41505_38.6",527
"1088.56431_500",2331
"1088.67289_368.4",622
"1088.78826_37.2",1438
"1089.05981_495.4",2653
"1089.54206_511.8",502
"1089.58963_367.4",959
"1089.67797_368.1",607
"1089.75272_37.4",248
"1090.03823_503.9",1344
"1090.25583_37.7",677
"1090.41228_37",461
"1090.53474_512",996
"1090.63_369",1162
"1090.68444_371.1",557
"1090.88181_195",575
"1091.03839_506.9",1124
"1091.12691_369",298
"1091.63097_370.4",368
"1091.69912_389.6",350
"1092.12857_368.9",461
"1092.54463_486.5",2322
"1092.63333_368.4",474
"1092.70156_388.8",426
"1092.76298_36.5",344
"1092.91997_33",1977
"1093.07016_475.4",1368
"1093.26135_35.8",430
"1093.54824_492.6",2319
"1093.6234_361.3",402
"1093.71223_409",213
"1093.7669_37.7",1088
"1094.06766_575.6",400
"1094.26596_36.5",252
"1094.5464_507.7",2315
"1094.6285_361",336
"1094.71745_411.4",440
"1095.06653_579.8",4212
"1095.15553_442.4",521
"1095.54592_508",2377
"1095.66239_410.8",643
"1095.72406_412.5",259
"1096.1696_420.1",575
"1096.58111_36.5",851
"1096.60856_416.9",779
"1096.66344_36.2",210
"1096.73206_33.3",508
"1096.78009_36.7",204
"1096.92422_287.1",733
"1096.94481_487.9",2268
"1097.04777_568.5",1915
"1097.17135_422.9",4074
"1097.51473_502.8",2790
"1097.61778_410.8",349
"1097.62465_46.1",427
"1097.74832_40.4",335
"1098.04385_578.7",1274
"1098.25698_502",1480
"1098.44266_40.5",641
"1098.53208_510.9",2391
"1098.60775_496.1",743
"1098.66279_39.1",303
"1098.74535_38",671
"1099.11012_497.4",2326
"1099.24094_34.3",1342
"1099.50263_503.8",1306
"1099.53018_503.4",1581
"1099.5784_429",3831
"1099.60596_497.5",2086
"1099.75753_35.5",870
"1099.79198_30.1",825
"1100.10901_494.6",1975
"1100.52964_37.9",634
"1100.66761_480.7",1274
"1100.7504_37.1",347
"1100.7504_489.6",362
"1101.08165_483.4",1151
"1101.25424_37.8",322
"1101.58573_478.2",2712
"1101.75843_39.1",347
"1101.93809_282.3",971
"1102.06249_285.7",630
"1102.08323_486.2",2333
"1102.18692_281.4",860
"1102.25606_37.8",763
"1102.30445_277.4",581
"1102.43584_283.1",936
"1102.62949_367.8",202
"1102.68484_280.4",745
"1102.76093_37.3",374
"1102.84396_42.9",170
"1102.93392_276.2",470
"1103.05157_576.5",1147
"1103.12771_367.7",326
"1103.56392_500.1",1284
"1103.62626_367.8",235
"1103.72324_38.9",498
"1104.05584_31.9",1357
"1104.06277_500.7",378
"1104.18753_280.7",1517
"1104.30538_37.8",1158
"1104.38859_36.1",626
"1104.6105_387.2",211
"1104.76311_37",1007
"1105.03372_579.7",1669
"1105.06842_505.1",876
"1105.26971_39.9",494
"1105.56829_498.1",2150
"1105.62385_458.1",1548
"1105.76277_32.9",518
"1105.76277_480.7",526
"1106.08934_32.9",2198
"1106.12409_435.9",1648
"1106.27701_571.7",3670
"1106.42301_291",2419
"1106.57599_436.4",2243
"1106.70118_38.1",347
"1106.77074_36.6",505
"1107.59204_584.8",1463
"1107.69651_37.2",611
"1107.7801_38.6",336
"1108.07272_488",2018
"1108.2818_35.3",650
"1108.47003_40.8",444
"1108.69318_37.9",802
"1108.73503_37.9",617
"1108.93035_274.3",1832
"1109.0699_497.7",958
"1109.24437_37.8",358
"1109.3002_272.6",1393
"1109.42586_286.5",1427
"1109.59343_584.4",2246
"1109.74008_39.5",380
"1110.24313_36.5",1402
"1110.56469_40.1",258
"1110.78148_37.1",392
"1111.28523_34.8",303
"1111.28523_495.8",1246
"1111.55123_583.8",3427
"1111.67027_366.9",522
"1111.78932_38.6",440
"1111.82434_510.4",1383
"1112.0485_498.9",2440
"1112.31478_489",2393
"1112.33581_489",748
"1112.55311_583.9",844
"1112.67231_366.8",509
"1112.75646_36.8",660
"1112.78451_35.5",448
"1113.24752_484.6",676
"1113.25453_37.4",562
"1113.47211_504.8",2152
"1113.59847_581.7",2340
"1113.6757_366.5",696
"1113.75996_37.4",1351
"1114.10414_579.7",1807
"1114.42035_37.1",721
"1114.47658_505.3",2372
"1114.56094_489.4",3725
"1114.63827_40.1",916
"1114.68045_368.5",541
"1114.72264_37.1",964
"1115.10244_577.7",1829
"1115.47538_504.9",897
"1115.57393_477.6",2899
"1115.60209_577.4",1008
"1115.70065_390",2112
"1115.75698_35",367
"1116.08094_577.5",2664
"1116.26411_37.7",441
"1116.41914_31.4",404
"1116.47553_507",1970
"1116.50372_39.6",1029
"1116.58125_576.4",1363
"1116.72224_38",362
"1116.7293_486.4",1415
"1117.18066_39.9",589
"1117.58288_572.5",1455
"1117.73113_38.7",321
"1118.0842_577.7",1948
"1118.23255_34.7",944
"1118.50812_33.4",370
"1118.55759_549.3",1357
"1118.58586_35",474
"1118.76965_38.1",784
"1118.83328_504.6",651
"1119.05957_576.4",2251
"1119.27177_36.7",1077
"1119.33544_563.5",310
"1119.56188_571.5",668
"1119.59373_437.2",622
"1119.77423_39.1",404
"1120.27702_35",737
"1120.58878_38.6",977
"1120.63131_500.7",2336
"1120.74471_38.7",310
"1121.1205_494.2",2288
"1121.24107_37.9",537
"1121.6313_499.9",2288
"1121.74485_39",204
"1122.09273_442.9",422
"1122.12114_493.7",1543
"1122.58288_38.3",1220
"1122.63262_499.6",2333
"1122.66816_40.7",684
"1122.74633_39.4",806
"1122.78898_491.9",2349
"1123.09468_483.6",342
"1123.33649_480.8",2756
"1123.57125_30.5",1380
"1123.60683_498.6",2253
"1123.62818_498.9",682
"1123.67087_39.1",1840
"1123.75627_36.4",283
"1124.06949_574.4",1493
"1124.09797_486.6",1855
"1124.25463_37.5",357
"1124.44694_37.9",928
"1124.53956_585",2271
"1124.59656_496.7",1147
"1124.67494_37.2",321
"1124.7462_38.3",399
"1125.06695_576.1",1487
"1125.25234_34.7",1326
"1125.58045_497.4",1419
"1125.71602_38.9",814
"1126.08003_503.7",587
"1126.4085_555.9",481
"1126.58708_499",2258
"1126.66566_37.3",1541
"1126.75855_37.6",892
"1126.81572_537.1",4984
"1127.08017_497.7",514
"1127.25891_37.5",388
"1127.52352_584.2",3801
"1127.58789_490.6",1421
"1127.63797_427.6",976
"1127.76675_37.9",307
"1128.13892_430.9",999
"1128.26062_36.1",783
"1128.52559_584",2074
"1128.58289_495.8",765
"1128.6187_40.5",309
